transaction_ID,Customer ID,Transaction_Date,transaction_amount,product_service type,transaction_fees,Operational expenses
TRANS00728,CUST0797,2023-07-27,2584.64,Personal loan,137.93,318.52
TRANS00729,CUST0963,2023-09-10,8599.17,Insurance,10.79,33.67
TRANS00730,CUST0707,2023-01-29,572.32,Insurance,182.72,32.4
TRANS00731,CUST0027,2023-09-14,1079.85,Personal loan,16.21,33.68
TRANS00732,CUST0868,2023-02-10,1717.08,Insurance,14.99,245.84
TRANS00733,CUST0867,2023-05-08,2233.13,Insurance,160.2,372.78
TRANS00734,CUST0674,2023-08-28,2617.47,Investment,169.75,89.28
TRANS00735,CUST0896,2023-04-22,8405.82,Personal loan,108.6,215.67
TRANS00736,CUST0308,2023-08-07,1053.39,Personal loan,150.84,278.95
TRANS00737,CUST0210,2023-05-12,7471.47,Personal loan,70.32,386.0
TRANS00738,CUST0530,2023-03-30,2671.71,Personal loan,42.38,366.81
TRANS00739,CUST0621,2023-04-08,3667.04,Mortgage,118.72,101.48
TRANS00740,CUST0521,2023-01-07,5619.17,Mortgage,91.7,68.06
TRANS00741,CUST0193,2023-01-02,8119.16,Personal loan,115.59,187.36
TRANS00742,CUST0765,2023-01-29,3506.99,Mortgage,84.36,126.9
TRANS00743,CUST0401,2023-03-12,4176.43,Insurance,127.09,221.54
TRANS00744,CUST0302,2023-06-24,3575.8,Investment,84.73,51.84
TRANS00745,CUST0661,2023-06-19,6827.9,Investment,19.8,484.99
TRANS00746,CUST0055,2023-03-05,6095.2,Insurance,187.07,242.93
TRANS00747,CUST0802,2023-02-23,5810.85,Investment,91.53,219.24
TRANS00748,CUST0919,2023-03-16,6533.67,Insurance,188.48,451.11
TRANS00749,CUST0812,2023-08-18,5430.54,Insurance,84.18,231.4
TRANS00750,CUST0977,2023-07-26,9795.79,Investment,148.34,431.32
TRANS00751,CUST0245,2023-04-29,2917.63,Insurance,86.59,408.52
TRANS00752,CUST0506,2023-07-13,3318.39,Investment,70.44,20.35
TRANS00753,CUST0395,2023-04-27,5153.4,Personal loan,40.1,248.6
TRANS00754,CUST0115,2023-03-09,7769.97,Investment,53.88,451.78
TRANS00755,CUST0246,2023-09-05,4524.61,Investment,144.9,143.29
TRANS00756,CUST0511,2023-03-04,876.23,Personal loan,34.0,174.98
TRANS00757,CUST0653,2023-05-13,6175.27,Investment,32.49,279.19
TRANS00758,CUST0608,2023-06-04,4691.15,Insurance,119.62,479.31
TRANS00759,CUST0072,2023-06-29,9570.28,Mortgage,84.48,340.85
TRANS00760,CUST0540,2023-07-15,8695.75,Personal loan,154.81,66.27
TRANS00761,CUST0910,2023-07-10,6441.75,Investment,184.17,256.54
TRANS00762,CUST0012,2023-01-25,9292.81,Personal loan,169.09,418.92
TRANS00763,CUST0369,2023-07-19,4275.98,Personal loan,40.22,294.19
TRANS00764,CUST0956,2023-07-14,6161.87,Insurance,71.26,80.4
TRANS00765,CUST0324,2023-07-24,4107.25,Insurance,27.72,267.07
TRANS00766,CUST0135,2023-02-24,9080.02,Investment,14.87,406.61
TRANS00767,CUST0396,2023-02-20,883.21,Investment,12.19,88.45
TRANS00768,CUST0881,2023-03-21,3501.89,Personal loan,156.31,336.42
TRANS00769,CUST0859,2023-06-24,3203.47,Personal loan,39.08,376.73
TRANS00770,CUST0582,2023-07-24,6564.83,Personal loan,127.44,364.29
TRANS00771,CUST0430,2023-09-07,7133.29,Insurance,113.3,155.5
TRANS00772,CUST0374,2023-08-01,6093.31,Personal loan,194.76,315.21
TRANS00773,CUST0559,2023-09-10,4015.01,Investment,118.64,139.89
TRANS00774,CUST0699,2023-07-07,8888.15,Investment,14.81,140.32
TRANS00775,CUST0176,2023-01-23,7831.64,Mortgage,149.49,370.41
TRANS00776,CUST0781,2023-05-09,9393.82,Personal loan,196.85,164.53
TRANS00777,CUST0482,2023-09-13,7504.17,Insurance,130.55,361.02
TRANS00778,CUST0977,2023-08-01,5257.26,Mortgage,157.74,241.83
TRANS00779,CUST0788,2023-04-23,4557.86,Insurance,45.45,303.58
TRANS00780,CUST0074,2023-01-27,1756.45,Insurance,133.98,268.11
TRANS00781,CUST0017,2023-05-31,8556.7,Personal loan,52.13,494.07
TRANS00782,CUST0601,2023-07-22,1337.9,Personal loan,46.83,148.03
TRANS00783,CUST0069,2023-01-20,2422.81,Personal loan,169.69,451.78
TRANS00784,CUST0014,2023-05-30,2591.31,Mortgage,148.0,177.41
TRANS00785,CUST0268,2023-01-30,7464.37,Insurance,163.35,199.89
TRANS00786,CUST0220,2023-03-19,7522.42,Personal loan,81.84,89.71
TRANS00787,CUST0040,2023-04-10,2184.66,Personal loan,59.49,373.48
TRANS00788,CUST0944,2023-08-12,4030.75,Personal loan,19.83,428.36
TRANS00789,CUST0061,2023-09-07,1045.98,Personal loan,25.76,379.01
TRANS00790,CUST0971,2023-05-24,9374.26,Investment,37.32,403.89
TRANS00791,CUST0808,2023-06-05,4784.54,Insurance,14.4,323.3
TRANS00792,CUST0407,2023-04-29,632.87,Insurance,197.11,401.21
TRANS00793,CUST0518,2023-07-01,7732.24,Personal loan,174.72,490.17
TRANS00794,CUST0293,2023-08-12,5287.43,Mortgage,31.08,26.87
TRANS00795,CUST0643,2023-08-21,9960.54,Insurance,186.17,324.62
TRANS00796,CUST0729,2023-07-28,1128.89,Mortgage,33.31,420.98
TRANS00797,CUST0513,2023-04-16,6219.21,Personal loan,36.95,134.16
TRANS00798,CUST0785,2023-06-02,934.68,Personal loan,59.78,210.45
TRANS00799,CUST0425,2023-01-10,9322.74,Insurance,44.32,25.62
TRANS00800,CUST0433,2023-09-21,3959.48,Personal loan,24.7,250.77
TRANS00801,CUST0718,2023-05-07,2370.62,Mortgage,170.48,431.69
TRANS00802,CUST0411,2023-07-20,7402.17,Personal loan,183.42,110.12
TRANS00803,CUST0084,2023-06-16,4487.29,Personal loan,49.51,437.37
TRANS00804,CUST0655,2023-06-22,1351.48,Insurance,29.13,485.97
TRANS00805,CUST0549,2023-08-31,5314.75,Investment,161.13,214.72
TRANS00806,CUST0550,2023-04-15,1789.02,Mortgage,88.61,496.5
TRANS00807,CUST0630,2023-08-09,448.03,Investment,102.44,237.53
TRANS00808,CUST0156,2023-05-31,3632.73,Personal loan,128.88,146.15
TRANS00809,CUST0284,2023-03-16,9161.2,Mortgage,49.96,231.13
TRANS00810,CUST0085,2023-09-21,8655.99,Personal loan,89.78,377.58
TRANS00811,CUST0317,2023-07-30,4725.22,Investment,179.05,334.62
TRANS00812,CUST0080,2023-04-04,8721.89,Investment,130.37,266.96
TRANS00813,CUST0523,2023-01-02,9355.09,Mortgage,95.67,181.93
TRANS00814,CUST0943,2023-08-30,5530.6,Personal loan,40.61,498.41
TRANS00815,CUST0208,2023-06-22,1437.64,Investment,66.76,109.43
TRANS00816,CUST0997,2023-03-01,9490.01,Mortgage,181.69,183.67
TRANS00817,CUST0827,2023-03-20,5438.95,Personal loan,135.34,438.55
TRANS00818,CUST0159,2023-06-03,5949.23,Personal loan,129.93,390.56
TRANS00819,CUST0549,2023-02-16,4619.78,Mortgage,172.41,239.03
TRANS00820,CUST0334,2023-01-20,7514.22,Personal loan,32.27,66.32
TRANS00821,CUST0400,2023-07-30,8785.21,Investment,75.13,430.98
TRANS00822,CUST0600,2023-01-24,4406.28,Investment,75.89,386.37
TRANS00823,CUST0649,2023-08-11,6433.89,Mortgage,199.03,146.17
TRANS00824,CUST0781,2023-02-24,5384.46,Insurance,124.0,395.34
TRANS00825,CUST0854,2023-06-12,9098.34,Personal loan,10.95,224.73
TRANS00826,CUST0665,2023-02-02,4868.35,Investment,109.13,32.2
TRANS00827,CUST0697,2023-05-30,2348.57,Investment,58.36,280.79
TRANS00828,CUST0658,2023-06-05,986.58,Investment,33.1,65.4
TRANS00829,CUST0067,2023-02-21,3147.9,Investment,125.16,488.04
TRANS00830,CUST0317,2023-01-03,4180.82,Personal loan,111.83,418.44
TRANS00831,CUST0715,2023-02-08,1641.6,Insurance,108.42,77.73
TRANS00832,CUST0447,2023-06-12,204.5,Personal loan,154.58,362.09
TRANS00833,CUST0747,2023-05-06,5280.83,Personal loan,51.1,80.62
TRANS00834,CUST0976,2023-05-19,7607.11,Mortgage,79.33,186.86
TRANS00835,CUST0866,2023-05-04,1449.37,Investment,180.73,237.23
TRANS00836,CUST0244,2023-06-24,2938.95,Investment,15.6,285.58
TRANS00837,CUST0059,2023-07-16,5397.48,Insurance,36.33,470.98
TRANS00838,CUST0250,2023-06-07,6908.92,Insurance,25.85,483.82
TRANS00839,CUST0088,2023-04-18,4970.12,Mortgage,141.4,486.41
TRANS00840,CUST0946,2023-05-09,7579.18,Mortgage,34.05,107.65
TRANS00841,CUST0444,2023-07-13,3066.14,Mortgage,62.0,413.61
TRANS00842,CUST0118,2023-09-16,7682.11,Investment,47.86,445.1
TRANS00843,CUST0464,2023-07-23,7999.85,Investment,27.47,265.23
TRANS00844,CUST0626,2023-06-04,6010.34,Insurance,144.54,88.02
TRANS00845,CUST0623,2023-05-06,7988.0,Insurance,133.87,346.68
TRANS00846,CUST0056,2023-05-08,5527.3,Mortgage,98.74,392.44
TRANS00847,CUST0316,2023-05-20,1966.85,Personal loan,163.71,115.37
TRANS00848,CUST0682,2023-07-11,8833.4,Insurance,92.85,377.41
TRANS00849,CUST0759,2023-05-17,4427.35,Investment,189.81,272.28
TRANS00850,CUST0673,2023-02-08,2573.97,Insurance,185.25,394.37
TRANS00851,CUST0758,2023-03-08,7177.89,Investment,57.52,290.18
TRANS00852,CUST0179,2023-04-09,6495.31,Personal loan,47.6,274.67
TRANS00853,CUST0122,2023-07-02,8301.43,Mortgage,170.75,42.56
TRANS00854,CUST0012,2023-06-17,2283.87,Mortgage,146.31,275.92
TRANS00855,CUST0724,2023-04-17,884.18,Mortgage,192.76,278.94
TRANS00856,CUST0140,2023-01-03,6290.7,Insurance,29.55,352.97
TRANS00857,CUST0718,2023-01-03,5214.44,Mortgage,160.7,498.64
TRANS00858,CUST0011,2023-01-21,8019.59,Investment,121.64,100.04
TRANS00859,CUST0167,2023-05-31,6170.84,Insurance,41.47,96.2
TRANS00860,CUST0508,2023-07-23,6969.85,Insurance,49.11,346.59
TRANS00861,CUST0975,2023-06-23,2791.46,Personal loan,147.19,324.76
TRANS00862,CUST0355,2023-05-12,6519.72,Personal loan,92.36,432.29
TRANS00863,CUST0535,2023-07-22,5366.25,Insurance,94.77,128.6
TRANS00864,CUST0529,2023-06-11,2761.34,Insurance,123.3,466.71
TRANS00865,CUST0801,2023-07-26,1961.21,Insurance,61.62,363.72
TRANS00866,CUST0842,2023-02-21,777.79,Insurance,70.56,279.59
TRANS00867,CUST0738,2023-04-24,1452.58,Insurance,30.44,478.46
TRANS00868,CUST0265,2023-01-23,1192.53,Investment,82.78,223.53
TRANS00869,CUST0170,2023-05-19,4607.9,Insurance,47.95,117.05
TRANS00870,CUST0380,2023-01-28,4582.4,Investment,77.05,43.48
TRANS00871,CUST0129,2023-06-11,7034.68,Mortgage,180.6,485.19
TRANS00872,CUST0767,2023-05-29,4970.76,Investment,165.67,212.42
TRANS00873,CUST0799,2023-05-18,3274.37,Mortgage,95.39,207.09
TRANS00874,CUST0894,2023-04-10,1606.28,Personal loan,179.0,270.44
TRANS00875,CUST0275,2023-05-07,9700.19,Personal loan,192.04,222.21
TRANS00876,CUST0750,2023-02-11,319.1,Insurance,58.08,248.74
TRANS00877,CUST0907,2023-03-01,9726.09,Investment,87.86,174.52
TRANS00878,CUST0120,2023-03-10,2892.93,Mortgage,124.74,366.34
TRANS00879,CUST0789,2023-04-10,1337.89,Mortgage,176.68,164.0
TRANS00880,CUST0921,2023-04-28,4440.32,Investment,190.57,55.94
TRANS00881,CUST0030,2023-04-11,181.22,Insurance,110.79,360.0
TRANS00882,CUST0343,2023-01-27,992.95,Investment,85.68,340.7
TRANS00883,CUST0826,2023-07-18,245.78,Personal loan,31.78,120.2
TRANS00884,CUST0439,2023-08-17,2250.16,Personal loan,163.72,372.06
TRANS00885,CUST0278,2023-08-26,4260.41,Insurance,91.58,305.11
TRANS00886,CUST0536,2023-07-03,7878.68,Investment,45.32,52.07
TRANS00887,CUST0065,2023-04-25,5034.12,Personal loan,56.61,382.48
TRANS00888,CUST0269,2023-01-02,3776.83,Mortgage,50.88,87.35
TRANS00889,CUST0729,2023-02-25,6999.65,Mortgage,80.62,250.85
TRANS00890,CUST0998,2023-03-20,414.2,Investment,37.56,96.92
TRANS00891,CUST0590,2023-03-20,894.21,Insurance,69.75,486.61
TRANS00892,CUST0642,2023-07-25,7530.64,Mortgage,11.83,488.7
TRANS00893,CUST0078,2023-06-07,1546.27,Mortgage,140.78,489.61
TRANS00894,CUST0508,2023-07-27,2738.39,Personal loan,146.19,207.79
TRANS00895,CUST0466,2023-06-15,3984.98,Mortgage,50.62,96.53
TRANS00896,CUST0523,2023-01-07,5477.6,Investment,117.82,221.12
TRANS00897,CUST0368,2023-07-19,1897.88,Investment,71.1,303.88
TRANS00898,CUST0056,2023-04-01,8967.42,Personal loan,54.2,139.32
TRANS00899,CUST0511,2023-05-04,2575.79,Investment,22.58,188.2
TRANS00900,CUST0879,2023-07-02,3877.62,Investment,63.89,128.63
TRANS00901,CUST0580,2023-01-17,224.89,Personal loan,50.31,475.54
TRANS00902,CUST0170,2023-01-25,9748.53,Personal loan,51.32,87.41
TRANS00903,CUST0376,2023-06-25,7175.36,Personal loan,116.58,212.69
TRANS00904,CUST0161,2023-01-08,3909.5,Personal loan,146.09,368.47
TRANS00905,CUST0261,2023-04-06,9752.22,Mortgage,189.79,301.25
TRANS00906,CUST0791,2023-06-08,2546.91,Insurance,163.41,342.71
TRANS00907,CUST0105,2023-03-17,9945.9,Personal loan,137.56,118.8
TRANS00908,CUST0915,2023-01-18,2071.88,Investment,119.05,88.36
TRANS00909,CUST0587,2023-08-30,7379.7,Insurance,132.79,152.23
TRANS00910,CUST0690,2023-04-26,1030.21,Insurance,139.61,177.19
TRANS00911,CUST0740,2023-04-14,6693.48,Insurance,92.69,325.64
TRANS00912,CUST0118,2023-03-01,2163.63,Mortgage,164.54,269.9
TRANS00913,CUST0233,2023-03-24,3952.32,Mortgage,47.65,271.64
TRANS00914,CUST0758,2023-07-19,9616.02,Personal loan,19.44,390.4
TRANS00915,CUST0521,2023-09-07,9368.53,Investment,103.85,307.25
TRANS00916,CUST0002,2023-06-09,1670.25,Personal loan,18.89,131.45
TRANS00917,CUST0045,2023-01-24,7309.55,Insurance,62.14,230.37
TRANS00918,CUST0879,2023-03-09,7472.77,Personal loan,32.66,414.68
TRANS00919,CUST0883,2023-01-18,5540.84,Insurance,96.03,279.8
TRANS00920,CUST0012,2023-05-10,1309.2,Investment,124.27,312.82
TRANS00921,CUST0250,2023-01-19,4864.17,Insurance,122.32,93.76
TRANS00922,CUST0047,2023-07-29,3058.25,Mortgage,54.92,442.51
TRANS00923,CUST0483,2023-08-26,3668.22,Personal loan,14.04,382.04
TRANS00924,CUST0372,2023-07-27,615.67,Personal loan,13.39,365.6
TRANS00925,CUST0392,2023-03-28,6700.28,Mortgage,158.83,440.11
TRANS00926,CUST0942,2023-01-12,9735.41,Mortgage,119.39,475.75
TRANS00927,CUST0153,2023-08-25,2436.06,Mortgage,10.88,39.67
TRANS00928,CUST0183,2023-04-18,4398.2,Insurance,97.74,422.23
TRANS00929,CUST0953,2023-01-27,249.17,Mortgage,34.9,142.62
TRANS00930,CUST0983,2023-03-24,7964.46,Investment,193.7,320.91
TRANS00931,CUST0878,2023-04-15,5888.5,Personal loan,17.03,224.44
TRANS00932,CUST0036,2023-09-17,4018.5,Personal loan,111.36,100.86
TRANS00933,CUST0566,2023-08-13,2506.58,Investment,110.23,360.69
TRANS00934,CUST0822,2023-01-05,9691.47,Personal loan,74.1,435.44
TRANS00935,CUST0935,2023-08-15,5852.66,Mortgage,13.09,253.91
TRANS00936,CUST0731,2023-06-18,6938.44,Personal loan,99.28,159.73
TRANS00937,CUST0758,2023-09-05,6915.22,Investment,167.67,270.96
TRANS00938,CUST0671,2023-01-26,1634.42,Mortgage,88.86,62.52
TRANS00939,CUST0429,2023-08-24,7730.89,Insurance,67.19,371.24
TRANS00940,CUST0229,2023-07-04,2562.35,Insurance,70.27,480.67
TRANS00941,CUST0329,2023-08-20,5049.2,Mortgage,75.71,435.24
TRANS00942,CUST0254,2023-07-08,6890.85,Personal loan,25.16,135.82
TRANS00943,CUST0426,2023-08-12,3450.38,Investment,157.18,427.98
TRANS00944,CUST0937,2023-07-09,9699.55,Mortgage,103.83,257.38
TRANS00945,CUST0737,2023-02-22,7619.65,Investment,18.94,356.77
TRANS00946,CUST0327,2023-04-16,694.52,Insurance,66.7,227.59
TRANS00947,CUST0277,2023-05-11,3619.62,Mortgage,196.95,47.19
TRANS00948,CUST0845,2023-03-01,1623.79,Mortgage,103.73,70.49
TRANS00949,CUST0079,2023-08-04,5409.9,Investment,131.81,389.57
TRANS00950,CUST0585,2023-04-15,1163.18,Insurance,182.99,424.32
TRANS00951,CUST0381,2023-02-12,4929.64,Insurance,170.18,371.57
TRANS00952,CUST0122,2023-03-23,3235.72,Mortgage,188.16,454.27
TRANS00953,CUST0514,2023-05-21,5627.67,Investment,29.52,327.33
TRANS00954,CUST0689,2023-06-01,6482.0,Mortgage,52.56,177.84
TRANS00955,CUST0923,2023-08-25,3538.45,Personal loan,166.84,340.15
TRANS00956,CUST0053,2023-04-15,8928.78,Insurance,36.36,140.6
TRANS00957,CUST0183,2023-07-24,7358.57,Insurance,198.77,191.2
TRANS00958,CUST0228,2023-01-06,311.39,Mortgage,173.66,26.2
TRANS00959,CUST0823,2023-04-27,3839.91,Mortgage,147.61,362.29
TRANS00960,CUST0528,2023-05-04,7271.55,Mortgage,53.0,253.06
TRANS00961,CUST0047,2023-01-17,2581.89,Insurance,26.72,301.18
TRANS00962,CUST0976,2023-06-30,490.94,Insurance,147.58,126.27
TRANS00963,CUST0410,2023-03-21,7095.6,Insurance,164.33,228.21
TRANS00964,CUST0070,2023-05-18,5634.35,Personal loan,165.07,147.56
TRANS00965,CUST0898,2023-05-27,5473.07,Mortgage,112.14,498.71
TRANS00966,CUST0476,2023-07-11,4951.91,Insurance,10.94,416.61
TRANS00967,CUST0886,2023-04-27,5710.35,Personal loan,140.77,254.17
TRANS00968,CUST0289,2023-07-17,5481.84,Mortgage,19.97,311.19
TRANS00969,CUST0792,2023-01-06,3304.44,Investment,177.83,291.5
TRANS00970,CUST0865,2023-08-11,4737.11,Investment,18.18,311.18
TRANS00971,CUST0318,2023-05-06,8689.85,Mortgage,19.12,437.79
TRANS00972,CUST0335,2023-07-13,6026.93,Mortgage,67.82,340.43
TRANS00973,CUST0088,2023-09-06,8619.55,Mortgage,60.11,40.21
TRANS00974,CUST0566,2023-09-06,1687.4,Investment,140.71,71.74
TRANS00975,CUST0467,2023-03-28,5358.26,Personal loan,160.41,422.34
TRANS00976,CUST0008,2023-08-11,4548.9,Investment,82.12,328.49
TRANS00977,CUST0377,2023-04-08,8212.24,Insurance,142.75,67.32
TRANS00978,CUST0205,2023-09-20,5461.9,Mortgage,185.72,65.56
TRANS00979,CUST0298,2023-01-08,4595.38,Investment,120.86,484.03
TRANS00980,CUST0577,2023-05-11,7781.59,Mortgage,32.78,134.53
TRANS00981,CUST0803,2023-08-15,5108.98,Personal loan,70.67,298.46
TRANS00982,CUST0311,2023-09-01,7363.21,Insurance,38.12,360.47
TRANS00983,CUST0757,2023-08-02,8841.03,Investment,120.98,309.83
TRANS00984,CUST0637,2023-01-18,6235.37,Personal loan,171.53,411.34
TRANS00985,CUST0248,2023-02-24,3704.34,Personal loan,180.14,364.78
TRANS00986,CUST0475,2023-09-13,6239.95,Insurance,131.01,39.14
TRANS00987,CUST0377,2023-06-17,3274.87,Insurance,136.96,330.6
TRANS00988,CUST0605,2023-01-01,727.08,Insurance,109.14,231.32
TRANS00989,CUST0995,2023-03-07,9674.92,Personal loan,55.7,241.16
TRANS00990,CUST0505,2023-08-28,8208.59,Investment,100.81,434.44
TRANS00991,CUST0791,2023-04-08,1979.71,Personal loan,103.12,37.89
TRANS00992,CUST0794,2023-04-15,6863.92,Investment,63.3,211.37
TRANS00993,CUST0200,2023-02-27,7680.77,Personal loan,156.8,406.51
TRANS00994,CUST0750,2023-09-10,1625.9,Insurance,101.71,377.31
TRANS00995,CUST0922,2023-01-18,2902.98,Mortgage,27.44,227.26
TRANS00996,CUST0559,2023-04-01,4157.06,Personal loan,155.58,455.88
TRANS00997,CUST0778,2023-02-04,3288.04,Personal loan,145.16,123.7
TRANS00998,CUST0815,2023-05-18,1052.94,Mortgage,77.07,106.75
TRANS00999,CUST0251,2023-07-26,6623.02,Personal loan,168.75,322.65
TRANS01000,CUST0154,2023-08-22,533.39,Personal loan,56.05,177.9
TRANS01001,CUST0006,2023-02-24,9384.22,Personal loan,132.96,160.29
TRANS01002,CUST0954,2023-05-09,1868.52,Personal loan,172.61,217.83
TRANS01003,CUST0419,2023-07-22,409.61,Personal loan,142.04,33.62
TRANS01004,CUST0024,2023-04-19,1159.85,Investment,24.28,239.18
TRANS01005,CUST0238,2023-08-26,1997.0,Investment,103.98,447.65
TRANS01006,CUST0554,2023-01-07,414.99,Investment,50.37,192.12
TRANS01007,CUST0354,2023-07-02,6453.34,Personal loan,137.39,347.85
TRANS01008,CUST0651,2023-03-16,3947.13,Personal loan,98.95,189.14
TRANS01009,CUST0859,2023-05-02,4950.11,Investment,83.16,483.48
TRANS01010,CUST0710,2023-03-01,6277.31,Insurance,102.65,152.78
TRANS01011,CUST0898,2023-01-16,5943.98,Investment,74.69,396.18
TRANS01012,CUST0009,2023-03-30,585.95,Personal loan,164.66,175.77
TRANS01013,CUST0973,2023-02-07,2285.16,Personal loan,154.7,355.57
TRANS01014,CUST0343,2023-08-07,7206.67,Insurance,107.65,324.71
TRANS01015,CUST0001,2023-06-20,229.55,Investment,69.54,388.93
TRANS01016,CUST0777,2023-09-16,9218.25,Mortgage,189.43,97.08
TRANS01017,CUST0673,2023-06-28,6591.92,Insurance,144.62,288.07
TRANS01018,CUST0385,2023-07-02,9291.2,Personal loan,134.5,434.47
TRANS01019,CUST0869,2023-04-21,8337.57,Insurance,171.08,331.18
TRANS01020,CUST0755,2023-07-26,4733.79,Insurance,30.08,375.54
TRANS01021,CUST0744,2023-06-19,6425.28,Mortgage,34.71,381.59
TRANS01022,CUST0314,2023-06-28,3673.17,Mortgage,184.17,394.86
TRANS01023,CUST0106,2023-05-21,7460.43,Insurance,83.26,102.59
TRANS01024,CUST0210,2023-08-25,8915.26,Investment,95.96,259.92
TRANS01025,CUST0542,2023-05-22,8238.06,Insurance,127.89,62.66
TRANS01026,CUST0243,2023-02-14,7963.07,Mortgage,48.57,188.87
TRANS01027,CUST0429,2023-09-12,677.17,Mortgage,86.04,278.35
TRANS01028,CUST0503,2023-04-30,6207.64,Mortgage,23.04,406.47
TRANS01029,CUST0984,2023-01-26,5337.31,Mortgage,90.39,483.63
TRANS01030,CUST0061,2023-07-19,7369.57,Mortgage,140.39,171.94
TRANS01031,CUST0995,2023-06-15,8361.12,Personal loan,190.78,166.8
TRANS01032,CUST0145,2023-04-14,871.56,Insurance,119.68,458.8
TRANS01033,CUST0728,2023-07-22,2237.41,Investment,29.39,63.41
TRANS01034,CUST0286,2023-03-03,5242.9,Investment,97.58,214.91
TRANS01035,CUST0095,2023-03-20,1102.13,Personal loan,30.36,318.46
TRANS01036,CUST0044,2023-01-02,2387.08,Insurance,30.94,326.95
TRANS01037,CUST0943,2023-07-14,3914.78,Mortgage,13.15,383.15
TRANS01038,CUST0237,2023-07-22,2011.88,Mortgage,97.56,117.03
TRANS01039,CUST0918,2023-02-20,6603.08,Investment,60.68,430.87
TRANS01040,CUST0865,2023-08-24,5743.27,Investment,100.49,253.01
TRANS01041,CUST0532,2023-05-05,9480.28,Personal loan,110.87,181.76
TRANS01042,CUST0422,2023-09-07,5628.39,Insurance,76.87,230.13
TRANS01043,CUST0717,2023-07-21,5625.6,Insurance,32.48,193.5
TRANS01044,CUST0917,2023-06-03,7486.47,Mortgage,114.56,96.42
TRANS01045,CUST0381,2023-07-19,7686.21,Insurance,77.34,100.9
TRANS01046,CUST0469,2023-04-18,5807.98,Insurance,50.29,27.65
TRANS01047,CUST0997,2023-02-11,6777.48,Personal loan,85.42,111.1
TRANS01048,CUST0765,2023-08-10,7055.25,Personal loan,91.86,169.05
TRANS01049,CUST0086,2023-06-13,4328.04,Mortgage,73.41,262.94
TRANS01050,CUST0594,2023-03-03,1130.61,Personal loan,93.85,328.31
TRANS01051,CUST0097,2023-04-06,7945.37,Mortgage,80.26,162.18
TRANS01052,CUST0517,2023-09-09,5544.66,Personal loan,19.34,288.76
TRANS01053,CUST0136,2023-03-27,5096.46,Personal loan,82.68,105.4
TRANS01054,CUST0652,2023-03-07,6609.57,Investment,186.32,316.87
TRANS01055,CUST0839,2023-06-16,5385.61,Investment,46.85,56.45
TRANS01056,CUST0403,2023-01-13,6039.17,Personal loan,46.0,64.81
TRANS01057,CUST0076,2023-09-07,9341.85,Personal loan,43.56,361.6
TRANS01058,CUST0606,2023-05-21,9034.6,Personal loan,62.43,459.05
TRANS01059,CUST0581,2023-08-02,5545.81,Investment,125.42,338.33
TRANS01060,CUST0063,2023-05-27,9968.82,Mortgage,108.54,429.06
TRANS01061,CUST0445,2023-08-30,8464.05,Insurance,30.75,89.97
TRANS01062,CUST0678,2023-04-19,4182.2,Personal loan,19.48,183.28
TRANS01063,CUST0987,2023-03-06,6369.08,Personal loan,57.3,189.82
TRANS01064,CUST0133,2023-06-28,8278.93,Investment,31.11,83.86
TRANS01065,CUST0242,2023-06-13,3302.16,Personal loan,31.89,204.92
TRANS01066,CUST0298,2023-07-06,2483.15,Mortgage,180.06,425.6
TRANS01067,CUST0267,2023-04-24,5501.7,Insurance,119.29,373.42
TRANS01068,CUST0871,2023-07-20,3813.12,Personal loan,55.37,440.7
TRANS01069,CUST0322,2023-03-23,5547.36,Mortgage,111.11,403.27
TRANS01070,CUST0948,2023-02-08,7471.33,Insurance,62.34,314.44
TRANS01071,CUST0820,2023-06-22,3664.08,Investment,177.69,485.96
TRANS01072,CUST0402,2023-03-16,4578.79,Insurance,142.91,175.44
TRANS01073,CUST0717,2023-01-01,9602.26,Mortgage,86.87,127.92
TRANS01074,CUST0851,2023-05-30,101.94,Insurance,84.65,416.54
TRANS01075,CUST0753,2023-06-06,443.16,Insurance,51.78,138.03
TRANS01076,CUST0334,2023-03-12,2916.37,Investment,166.57,94.41
TRANS01077,CUST0325,2023-08-18,261.39,Insurance,141.42,496.49
TRANS01078,CUST0463,2023-03-24,1437.35,Investment,104.08,32.65
TRANS01079,CUST0278,2023-09-13,8914.21,Personal loan,42.5,127.74
TRANS01080,CUST0239,2023-09-07,165.03,Insurance,48.68,353.64
TRANS01081,CUST0076,2023-09-22,9845.5,Insurance,131.01,125.11
TRANS01082,CUST0966,2023-02-03,2226.75,Investment,144.11,440.07
TRANS01083,CUST0207,2023-05-25,3217.56,Insurance,64.72,231.37
TRANS01084,CUST0139,2023-02-05,7738.08,Mortgage,10.59,409.53
TRANS01085,CUST0798,2023-07-25,9439.14,Investment,45.16,89.78
TRANS01086,CUST0788,2023-02-05,8241.14,Investment,182.48,162.46
TRANS01087,CUST0598,2023-07-02,9199.21,Personal loan,128.2,483.0
TRANS01088,CUST0111,2023-07-30,5161.59,Insurance,150.43,431.62
TRANS01089,CUST0159,2023-07-14,5749.62,Mortgage,171.99,251.97
TRANS01090,CUST0108,2023-02-28,5758.96,Personal loan,140.71,230.7
TRANS01091,CUST0168,2023-04-25,1033.44,Insurance,42.34,287.03
TRANS01092,CUST0460,2023-02-26,4657.66,Personal loan,139.47,499.22
